doctor,patients_treated,total_appointments,avg_billing,no_shows
Alexandria Cruz,1,0,11847.11,
Alexandria Dodson,1,0,37873.09,
Alexandria Drake,1,0,32786.32,
Alexandria Foley,1,0,12435.63,
Alexandria French,1,0,7555.25,
Alexandria Gates,1,0,19277.74,
Alexandria Harris,1,0,6117.89,
Alexandria Hicks,1,0,33452.73,
Alexandria Johnson,1,0,24142.34,
Alexandria Lambert,1,0,40416.49,
Alexandria Martinez,1,0,7869.73,
Alexandria Merritt,2,0,25548.32,
Alexandria Miller,1,0,44061.15,
Alexandria Monroe,1,0,1542.04,
Alexandria Moreno,1,0,29844.36,
Alexandria Pearson,1,0,7389.81,
Alexandria Phillips,1,0,17383.27,
Alexandria Rodriguez,1,0,10936.13,
Alexandria Santos,1,0,14210.94,
Alexandria Smith,1,0,4361.29,
Alexandria Wiley,2,0,30868.02,
Alexandria Wilkins,2,0,32235.48,
Alexandria Woods,1,0,43117.75,
Alexandria Wright,1,0,47464.12,
Alexandria Young,1,0,26261.9,
Alexis Anderson,1,0,9588.95,
Alexis Austin,1,0,42490.51,
Alexis Ball,1,0,11797.63,
Alexis Barber,1,0,44160.08,
Alexis Bradford,2,0,37458.16,
Alexis Bradley,1,0,21215.31,
Alexis Brown,2,0,38767.73,
Alexis Bryan,1,0,27365.98,
Alexis Burch,1,0,8401.15,
Alexis Campbell,1,0,31464.71,
Alexis Cohen,1,0,8464.98,
Alexis Colon,1,0,14032.57,
Alexis Cooper,1,0,18322.52,
Alexis Davis,1,0,21642.23,
Alexis Dodson,2,0,10970.94,
Alexis Eaton,1,0,47459.96,
Alexis Espinoza,1,0,31884.52,
Alexis Fletcher,1,0,12185.96,
Alexis Garrison,2,0,8501.15,
Alexis Garza,1,0,13124.52,
Alexis Gomez,1,0,45545.57,
Alexis Gonzales,1,0,46157.43,
Alexis Gonzalez,1,0,45903.33,
Alexis Green,1,0,15131.12,
Alexis Hall,1,0,31697.06,
Alexis Hamilton,1,0,29916.12,
Alexis Harris,1,0,45752.21,
Alexis Hernandez,1,0,38242.49,
Alexis Horton,1,0,26615.57,
Alexis Hunter,1,0,48795.41,
Alexis Ingram,1,0,44015.87,
Alexis Johnson,2,0,34213.91,
Alexis Jones,3,0,23208.7,
Alexis Kelly,2,0,25185.84,
Alexis Knight,2,0,8173.0,
Alexis Knox,1,0,8452.18,
Alexis Landry,1,0,26176.31,
Alexis Lawrence,2,0,33323.2,
Alexis Lowery,2,0,16887.35,
Alexis Marsh,1,0,39056.08,
Alexis Martin,1,0,23876.81,
Alexis Mason,1,0,39576.99,
Alexis Massey,1,0,45521.88,
Alexis Merritt,1,0,12536.01,
Alexis Meyer,1,0,46152.83,
Alexis Moore,2,0,9011.39,
Alexis Morris,1,0,48255.76,
Alexis Morrison,1,0,5717.96,
Alexis Parker,1,0,41673.83,
Alexis Parsons,1,0,37990.83,
Alexis Pineda,1,0,15913.86,
Alexis Porter,1,0,39421.49,
Alexis Ramos,1,0,14419.17,
Alexis Richards,1,0,4300.78,
Alexis Robbins,2,0,48929.15,
Alexis Roberts,1,0,3064.55,
Alexis Robinson,2,0,25543.27,
Alexis Sanchez,1,0,30375.72,
Alexis Sandoval,1,0,24954.1,
Alexis Sawyer,1,0,21537.79,
Alexis Schneider,1,0,23637.8,
Alexis Sullivan,2,0,36056.97,
Alexis Thomas,1,0,44327.29,
Alexis Valdez,1,0,10468.33,
Alexis Walker,3,0,31044.4,
Alexis Waller,1,0,26430.28,
Alexis Walsh,1,0,42351.9,
Alexis Williams,1,0,19475.64,
Alexis Winters,2,0,3748.91,
Alexis Wood,1,0,3876.26,
Alexis Young,1,0,8464.49,
Alfred Macias,1,0,19074.08,
Alfred Mcfarland,2,0,22059.5,
Alfred Sanchez,1,0,4271.88,
Alfred Sweeney,1,0,43841.36,
Alice Adkins,1,0,21424.86,
Alice Fitzpatrick,1,0,26807.92,
Alice Green,1,0,16342.84,
Alice Henson,1,0,28468.69,
Alice Johnson,1,0,13987.71,
Alice Jones,1,0,42724.51,
Alice Mccullough,1,0,6967.11,
Alice Moore,1,0,47579.96,
Alice Sheppard,1,0,25982.2,
Alice Wright,1,0,25454.53,
Alice Yang,1,0,11182.12,
Alicia Acosta,1,0,18592.89,
Alicia Allen,1,0,22694.09,
Alicia Anderson,1,0,36684.54,
Alicia Barry,1,0,45864.87,
Alicia Beard,1,0,6283.83,
Alicia Bennett,2,0,36175.47,
Alicia Bowers,1,0,27128.44,
Alicia Bowman,1,0,39663.8,
Alicia Brown,1,0,43490.19,
Alicia Buchanan,1,0,42227.98,
Alicia Burke,1,0,50130.92,
Alicia Burton,1,0,45641.09,
Alicia Clark,1,0,12926.66,
Alicia Collins MD,1,0,40810.46,
Alicia Cooley,1,0,27727.14,
Alicia Davis,1,0,39936.58,
Alicia Downs,1,0,34218.36,
Alicia Everett,2,0,4457.87,
Alicia Fisher,1,0,33836.46,
Alicia Foster,1,0,10771.33,
Alicia Freeman,1,0,7408.17,
Alicia Friedman,1,0,2770.9,
Alicia Garcia,3,0,19806.76,
Alicia Garza,1,0,32447.56,
Alicia Gentry,1,0,21201.73,
Alicia Glenn,1,0,4475.61,
Alicia Griffin,1,0,1871.76,
Alicia Hall,1,0,21431.17,
Alicia Harris,1,0,15118.95,
Alicia Higgins,1,0,12854.18,
Alicia Holt MD,1,0,32433.58,
Alicia Howard,2,0,31069.81,
Alicia Howell,2,0,17755.43,
Alicia Hunt,1,0,27111.28,
Alicia Jacobs,1,0,14317.5,
Alicia Johnson DDS,1,0,33003.32,
Alicia Jones,1,0,8241.59,
Alicia Kirby,1,0,45106.82,
Alicia Kramer,1,0,17042.29,
Alicia Lee,2,0,27986.13,
Alicia Lewis,1,0,48228.74,
Alicia Lopez,2,0,25718.96,
Alicia Marsh,1,0,9629.41,
Alicia Martin,1,0,17871.33,
Alicia Mccoy,1,0,41114.11,
Alicia Miller,1,0,37270.26,
Alicia Moore,4,0,14076.13,
Alicia Nelson,1,0,30198.66,
Alicia Ortega,1,0,28672.87,
Alicia Padilla,1,0,860.74,
Alicia Parsons,1,0,37886.57,
Alicia Paul,1,0,37774.47,
Alicia Perez,2,0,16203.21,
Alicia Peterson,1,0,15858.31,
Alicia Pierce,1,0,14281.19,
Alicia Porter,1,0,42572.32,
Alicia Ramirez,1,0,43491.11,
Alicia Ray,1,0,24494.78,
Alicia Rogers,1,0,28644.14,
Alicia Rose,1,0,4407.77,
Alicia Russo,1,0,30010.79,
Alicia Ryan,1,0,34125.8,
Alicia Salas,3,0,33629.17,
Alicia Salinas,1,0,46002.59,
Alicia Santiago,1,0,22671.3,
Alicia Smith,7,0,39978.94,
Alicia Taylor,1,0,5377.38,
Alicia Thomas,2,0,14701.42,
Alicia Thompson,1,0,-75.82,
Alicia Vasquez,2,0,19795.09,
Alicia Vaughn,1,0,26610.18,
Alicia Wade,1,0,16928.79,
Alicia Welch,1,0,43366.43,
Alicia West,1,0,30406.99,
Alicia White,1,0,28176.55,
Alicia Williams,1,0,47338.12,
Alisha Adams,2,0,31059.11,
Alisha Davila,1,0,18426.4,
Alisha Flores,2,0,22349.41,
Alisha Fox,1,0,13026.28,
Alisha Hansen,1,0,34965.98,
Alisha Jarvis,1,0,31332.19,
Alisha Jones,1,0,42131.41,
Alisha Lambert,1,0,23613.74,
Alisha Lopez,1,0,32958.39,
Alisha Mendoza,1,0,37106.48,
Alisha Trujillo,1,0,23134.58,
Alisha Tucker,1,0,38871.32,
Alisha Valentine,1,0,38081.61,
Alisha Vega,1,0,41028.95,
Alisha Warren,1,0,18237.23,
Alisha Williamson,1,0,24824.74,
Alison Adams,2,0,14461.3,
Alison Bennett,1,0,49191.65,
Alison Brennan,1,0,20307.44,
Alison Castro,1,0,23724.69,
Alison Cochran,1,0,17787.56,
Alison Cole,2,0,8220.1,
Alison Cook,1,0,27310.2,
Alison Craig MD,1,0,46972.81,
Alison Garrett,1,0,7029.6,
Alison Garrison,1,0,6960.7,
Alison Hampton,1,0,18046.41,
Alison Harris,1,0,16441.34,
Alison Hart,1,0,41732.06,
Alison Heath,1,0,47268.07,
Alison Hernandez,1,0,24774.46,
Alison Huff,1,0,24532.65,
Alison Humphrey,1,0,1633.26,
Alison Hunt,1,0,13628.08,
Alison Jackson,2,0,6241.39,
Alison Joyce,1,0,32764.47,
Alison Keith,1,0,35495.6,
Alison Krause,2,0,4813.49,
Alison Martin,1,0,48898.95,
Alison Martinez,2,0,42182.33,
Alison Mcdowell,1,0,985.46,
Alison Mclaughlin,1,0,44748.52,
Alison Mills,1,0,20049.31,
Alison Moore,1,0,38255.65,
Alison Nash,1,0,18494.66,
Alison Nelson,1,0,8952.63,
Alison Phillips,1,0,23592.69,
Alison Powell,1,0,7019.7,
Alison Rodriguez,1,0,20453.5,
Alison Russell,1,0,13355.07,
Alison Smith,1,0,48960.24,
Alison Stevens,1,0,25543.56,
Alison Thomas,1,0,17459.33,
Alison Trujillo,1,0,35198.7,
Alison Webster,1,0,26985.66,
Alison Wilcox,1,0,2918.97,
Alison Williams,1,0,36985.35,
Allen Anderson,1,0,7397.18,
Allen Bates,1,0,46133.75,
Allen Bender,1,0,18221.3,
Allen Briggs,1,0,4399.98,
Allen Brooks,1,0,17893.48,
Allen Burns,1,0,21518.75,
Allen Cook Jr.,1,0,2625.33,
Allen Duarte,1,0,26910.93,
Allen Estes,1,0,11820.11,
Allen Ford,2,0,24986.15,
Allen Gray,1,0,36445.2,
Allen Green,1,0,12876.14,
Allen Griffith,1,0,11935.61,
Allen Johnson,2,0,37653.47,
Allen Lee,1,0,10389.02,
Allen Leon,1,0,33598.64,
Allen Leonard,1,0,6925.55,
Allen Mcgrath,1,0,-599.27,
Allen Mcintosh,1,0,27643.32,
Allen Mendez,1,0,30655.71,
Allen Meyer,1,0,40148.14,
Allen Mills,1,0,28534.12,
Allen Mitchell,1,0,21860.86,
Allen Murillo,1,0,14160.48,
Allen Novak,1,0,6514.87,
Allen Perez,1,0,44794.55,
Allen Salas,1,0,24821.52,
Allen Sanchez,1,0,12828.9,
Allen Schroeder,1,0,2515.88,
Allen Schultz,1,0,48371.21,
Allen Smith,5,0,14689.35,
Allen Snyder,1,0,3487.61,
Allen Thomas,2,0,41443.31,
Allen Wade,1,0,40992.74,
Allen Ward,1,0,21085.73,
Allen Watson,1,0,21396.02,
Allen Wheeler,1,0,13032.5,
Allen Willis,1,0,48023.92,
Allen Wood,1,0,27883.41,
Allison Acosta,1,0,36810.38,
Allison Aguirre,1,0,10589.22,
Allison Alvarado,1,0,16676.34,
Allison Andrews,2,0,35456.27,
Allison Arnold,1,0,25419.73,
Allison Austin,1,0,24051.49,
Allison Bates,1,0,5641.07,
Allison Bauer,1,0,35468.2,
Allison Bell,1,0,33347.36,
Allison Bentley,1,0,30412.54,
Allison Black,1,0,49585.74,
Allison Blankenship,1,0,2934.63,
Allison Brooks,1,0,45859.21,
Allison Butler,1,0,22149.62,
Allison Campbell,1,0,3470.76,
Allison Carr,1,0,10355.72,
Allison Carter,1,0,9725.27,
Allison Castaneda,1,0,30767.36,
Allison Castillo,1,0,9012.68,
Allison Chan,1,0,48378.62,
Allison Clayton,1,0,16037.02,
Allison Davidson,1,0,40728.8,
Allison Davila,2,0,49192.14,
Allison Dominguez,1,0,26715.28,
Allison Evans,1,0,14133.94,
Allison Fernandez,1,0,18100.43,
Allison Figueroa,2,0,32179.84,
Allison Garza,1,0,2415.11,
Allison Gibson,1,0,48445.71,
Allison Gonzalez MD,1,0,17513.29,
Allison Gordon,1,0,8032.27,
Allison Graham,1,0,47155.62,
Allison Griffin,2,0,24385.28,
Allison Harper,1,0,28510.81,
Allison Harrington,1,0,15306.79,
Allison Harrison,1,0,20913.73,
Allison Harvey,1,0,22384.42,
Allison Hayes,1,0,11541.2,
Allison Howard,1,0,4923.41,
Allison Jackson,2,0,8308.03,
Allison James,2,0,1888.69,
Allison Jenkins,1,0,43196.65,
Allison Johnson,3,0,4203.21,
Allison Jones,2,0,34501.46,
Allison Kerr,1,0,24015.22,
Allison Levy,1,0,31184.13,
Allison Lewis,1,0,34436.35,
Allison Lynn MD,2,0,21051.12,
Allison Martinez,1,0,28690.63,
Allison Mcclain MD,1,0,34670.95,
Allison Miller,1,0,29884.47,
Allison Mitchell,1,0,41201.71,
Allison Montgomery,1,0,33180.13,
Allison Morales,1,0,50489.2,
Allison Morgan,1,0,48278.57,
Allison Morgan MD,1,0,20686.61,
Allison Mullen,1,0,30281.64,
Allison Murray,1,0,45176.74,
Allison Navarro,1,0,19129.82,
Allison Nguyen,1,0,14216.33,
Allison Parks,1,0,36132.6,
Allison Parsons,1,0,33338.73,
Allison Petersen,1,0,30424.41,
Allison Rivera,1,0,10209.21,
Allison Roberson,1,0,48615.35,
Allison Ruiz,3,0,36706.95,
Allison Ryan,1,0,25157.37,
Allison Sanchez,1,0,38979.68,
Allison Scott,1,0,5157.08,
Allison Smith,2,0,21522.41,
Allison Stone,1,0,8920.64,
Allison Sutton,1,0,37711.49,
Allison Tran,1,0,29011.6,
Allison Villarreal,1,0,16324.11,
Allison Warren,1,0,35420.35,
Allison Weaver,3,0,10755.57,
Allison Williams,1,0,24676.39,
Allison Wilson,1,0,22804.95,
Allison Wood,2,0,17285.29,
Allison Young,1,0,30902.67,
Alvin Bell MD,1,0,21651.77,
Alvin Guzman,1,0,33449.56,
Alvin Lee,2,0,23588.05,
Alvin Lloyd,1,0,11038.23,
Alvin Mcdowell,1,0,18417.0,
Alvin Rodriguez,1,0,25524.79,
Alvin Snyder,1,0,47569.48,
Alvin Young,1,0,40195.47,
Alyssa Alvarez,1,0,49584.01,
Alyssa Anderson,1,0,39787.82,
Alyssa Bailey,2,0,33283.4,
Alyssa Baldwin,1,0,31950.38,
Alyssa Benson,1,0,41399.23,
Alyssa Bishop,1,0,49284.02,
Alyssa Blankenship,2,0,45303.28,
Alyssa Booth,1,0,44403.24,
Alyssa Boyd,1,0,45129.29,
Alyssa Brown,1,0,18628.35,
Alyssa Browning,1,0,32977.99,
Alyssa Byrd,1,0,10088.31,
Alyssa Carr,1,0,17047.7,
Alyssa Carter,2,0,30408.64,
Alyssa Castro,1,0,21486.94,
Alyssa Chen,1,0,24729.41,
Alyssa Cook,1,0,6492.9,
Alyssa Cooper,1,0,7952.59,
Alyssa Cox,1,0,28922.86,
Alyssa Cunningham,1,0,10597.6,
Alyssa Daugherty,1,0,11965.68,
Alyssa Dyer,2,0,46840.93,
Alyssa Eaton,1,0,38555.69,
Alyssa Edwards,1,0,14377.33,
Alyssa Farrell,1,0,15588.46,
Alyssa Fischer,1,0,46576.02,
Alyssa Frost,1,0,9004.21,
Alyssa Garcia,2,0,42476.45,
Alyssa George,1,0,9660.83,
Alyssa Gomez,1,0,13906.71,
Alyssa Griffin,1,0,24450.19,
Alyssa Guerra,1,0,16950.82,
Alyssa Hall,1,0,42021.86,
Alyssa Harmon,1,0,19688.81,
Alyssa Hart,1,0,7489.44,
Alyssa Henderson,1,0,34678.38,
Alyssa Hernandez,1,0,21407.34,
Alyssa Huang,1,0,5080.4,
Alyssa Johnson MD,1,0,47594.19,
Alyssa Lambert,1,0,29100.56,
Alyssa Lawrence,2,0,44655.54,
Alyssa Lee,1,0,17466.68,
Alyssa Lopez,1,0,48503.76,
Alyssa Manning,1,0,43962.06,
Alyssa Martin,1,0,22345.62,
Alyssa Martinez,1,0,35826.39,
Alyssa Montgomery,1,0,39753.79,
Alyssa Moore,1,0,30542.88,
Alyssa Morton MD,1,0,24984.41,
Alyssa Navarro,1,0,42700.83,
Alyssa Nielsen,1,0,36181.09,
Alyssa Perez,2,0,3140.68,
Alyssa Powers,1,0,1255.89,
Alyssa Randall,1,0,15649.65,
Alyssa Rivas,1,0,28766.38,
Alyssa Rivera,2,0,21863.1,
Alyssa Ross,1,0,20572.11,
Alyssa Salazar,1,0,1583.29,
Alyssa Schwartz,1,0,26465.14,
Alyssa Scott,2,0,1680.05,
Alyssa Smith,4,0,18226.13,
Alyssa Strong,1,0,44132.36,
Alyssa Tapia,1,0,7238.96,
Alyssa Torres,1,0,7059.31,
Alyssa Turner,1,0,5086.55,
Alyssa Walsh,1,0,2133.74,
Alyssa Walton,2,0,24740.45,
Alyssa Waters,2,0,11414.44,
Alyssa Watkins,1,0,4698.85,
Alyssa Weaver,1,0,36733.79,
Alyssa White,1,0,12442.58,
Alyssa Williams,3,0,25657.13,
Alyssa Woods,1,0,16271.49,
Alyssa Young,1,0,29173.61,
Amanda Acosta,1,0,6560.56,
Amanda Adams,3,0,15399.87,
Amanda Allen,1,0,38313.84,
Amanda Alvarado,3,0,22363.58,
Amanda Alvarez,1,0,45762.41,
Amanda Anderson,1,0,37842.62,
Amanda Andrews,3,0,40616.3,
Amanda Anthony,1,0,17426.01,
Amanda Arnold,1,0,22510.01,
Amanda Ashley,1,0,27868.19,
Amanda Bailey,1,0,35917.26,
Amanda Baker,2,0,43888.71,
Amanda Banks,1,0,31531.37,
Amanda Barnes,1,0,9055.86,
Amanda Barry MD,1,0,43144.82,
Amanda Barton,1,0,8658.69,
Amanda Bass,1,0,39813.62,
Amanda Beck,2,0,32297.63,
Amanda Bell,2,0,32432.89,
Amanda Beltran,1,0,23.73,
Amanda Bennett,2,0,19242.91,
Amanda Bentley,1,0,31225.73,
Amanda Bird,1,0,30017.47,
Amanda Boyle,1,0,8265.08,
Amanda Bradley,1,0,36888.71,
Amanda Brady,1,0,2566.88,
Amanda Brooks,2,0,35840.54,
Amanda Brown,4,0,16168.39,
Amanda Bruce,2,0,7702.69,
Amanda Bryan,1,0,11553.19,
Amanda Buck,1,0,23487.45,
Amanda Burgess,1,0,24506.7,
Amanda Burns,1,0,24811.15,
Amanda Byrd,1,0,23791.12,
Amanda Cain,1,0,41369.2,
Amanda Callahan,2,0,7106.83,
Amanda Cameron,1,0,46592.03,
Amanda Carlson,2,0,6811.96,
Amanda Carpenter,1,0,35479.26,
Amanda Carroll,1,0,48339.29,
Amanda Carter,1,0,49032.96,
Amanda Chan,2,0,37151.73,
Amanda Chang,1,0,3882.3,
Amanda Christensen,2,0,24635.74,
Amanda Clark,5,0,25518.68,
Amanda Clements,1,0,30128.15,
Amanda Cole,2,0,28420.62,
Amanda Coleman,2,0,9596.04,
Amanda Collins,1,0,12358.2,
Amanda Cook,3,0,22328.53,
Amanda Cooper,2,0,33699.15,
Amanda Cox,1,0,31723.81,
Amanda Crawford,1,0,45073.69,
Amanda Crosby,2,0,34285.71,
Amanda Cruz,2,0,51200.16,
Amanda Cummings,1,0,49564.67,
Amanda Davis,1,0,26959.84,
Amanda Deleon,1,0,33291.54,
Amanda Dennis,1,0,27180.1,
Amanda Dixon,3,0,25038.84,
Amanda Dominguez,1,0,44086.0,
Amanda Drake,1,0,2520.09,
Amanda Duncan,1,0,6549.93,
Amanda Edwards,2,0,20827.05,
Amanda Elliott,1,0,24872.55,
Amanda English,1,0,6690.17,
Amanda Erickson,1,0,20425.83,
Amanda Farmer PhD,1,0,22819.38,
Amanda Faulkner,1,0,19492.5,
Amanda Ferguson,1,0,8057.62,
Amanda Figueroa,2,0,4306.64,
Amanda Finley,1,0,15876.79,
Amanda Fisher,1,0,26887.03,
Amanda Fletcher,3,0,17492.55,
Amanda Flores,2,0,7408.08,
Amanda Foster,1,0,46334.37,
Amanda Fowler,1,0,9436.35,
Amanda Francis,1,0,48816.02,
Amanda Frank,1,0,6743.55,
Amanda Fry,2,0,40269.11,
Amanda Gallegos,1,0,30619.36,
Amanda Garcia,5,0,26695.24,
Amanda Garcia DDS,1,0,49550.39,
Amanda Garrett,1,0,30905.39,
Amanda Gibson,1,0,33035.8,
Amanda Gilbert,2,0,39033.64,
Amanda Gill,1,0,33809.18,
Amanda Gillespie,1,0,24884.14,
Amanda Golden,1,0,23509.42,
Amanda Gomez,2,0,36769.7,
Amanda Gonzalez,8,0,36308.13,
Amanda Grant,1,0,47443.61,
Amanda Graves,1,0,41465.02,
Amanda Gray,1,0,33185.03,
Amanda Green,1,0,7140.17,
Amanda Gregory,1,0,41745.76,
Amanda Griffin,1,0,1962.63,
Amanda Griffith,1,0,17118.59,
Amanda Gross,2,0,34838.81,
Amanda Gutierrez,2,0,13667.41,
Amanda Hale,1,0,31018.75,
Amanda Hall,2,0,25840.01,
Amanda Hansen,2,0,28271.05,
Amanda Harris,1,0,5974.4,
Amanda Harrison,1,0,28165.87,
Amanda Hart MD,1,0,9522.65,
Amanda Henderson,2,0,18883.67,
Amanda Hendrix,1,0,39628.73,
Amanda Henry,1,0,11557.29,
Amanda Hernandez,1,0,13662.28,
Amanda Herrera,1,0,3228.11,
Amanda Hill,2,0,36385.9,
Amanda Hobbs,1,0,30259.04,
Amanda Hodge,1,0,28559.46,
Amanda Holland,2,0,6851.47,
Amanda Holmes,2,0,20895.33,
Amanda Horton,1,0,21383.95,
Amanda Howard,1,0,32707.31,
Amanda Huynh,1,0,25415.53,
Amanda Ingram,1,0,3184.87,
Amanda Jackson,2,0,27255.37,
Amanda James,1,0,3040.18,
Amanda Jarvis,1,0,31462.27,
Amanda Jefferson,1,0,23191.65,
Amanda Johns,1,0,13308.0,
Amanda Johnson,4,0,34330.49,
Amanda Johnston,1,0,45382.98,
Amanda Jones,5,0,20962.61,
Amanda King,1,0,16148.92,
Amanda Klein,1,0,48812.61,
Amanda Knight,2,0,22170.27,
Amanda Knox,1,0,39749.84,
Amanda Lang,1,0,31562.08,
Amanda Lawson,1,0,42182.64,
Amanda Leach,1,0,30258.19,
Amanda Lee,6,0,29816.37,
Amanda Leonard,1,0,7542.47,
Amanda Lester,1,0,3107.65,
Amanda Lewis,1,0,33229.15,
Amanda Lin,1,0,29560.27,
Amanda Little,1,0,15291.23,
Amanda Logan,1,0,27748.98,
Amanda Lopez,1,0,11320.45,
Amanda Love,2,0,24485.56,
Amanda Lutz,1,0,22966.06,
Amanda Lyons,2,0,40075.91,
Amanda Marsh,1,0,4112.21,
Amanda Marshall,1,0,7947.86,
Amanda Martin,3,0,22361.09,
Amanda Martinez,5,0,34808.26,
Amanda Massey,1,0,22285.63,
Amanda Matthews,2,0,29155.71,
Amanda Mayer,1,0,18535.91,
Amanda Mccann,1,0,38495.59,
Amanda Mccormick,1,0,46017.25,
Amanda Mcdaniel,1,0,18728.76,
Amanda Mcintyre,1,0,5616.71,
Amanda Meadows,2,0,45997.34,
Amanda Medina,3,0,38052.13,
Amanda Mendoza,1,0,27768.03,
Amanda Mercado,1,0,37250.21,
Amanda Meza,1,0,45026.15,
Amanda Miller,4,0,20511.27,
Amanda Mills,1,0,3422.37,
Amanda Mitchell,2,0,26770.41,
Amanda Molina,1,0,26434.8,
Amanda Montgomery,1,0,3816.14,
Amanda Montoya DDS,1,0,48790.84,
Amanda Moon,1,0,47788.86,
Amanda Moore,1,0,20358.49,
Amanda Morales,1,0,2912.28,
Amanda Morgan,2,0,13228.24,
Amanda Morris,4,0,21207.16,
Amanda Morrow,1,0,9882.73,
Amanda Murray,3,0,18030.18,
Amanda Navarro,1,0,31433.35,
Amanda Nelson,1,0,15707.65,
Amanda Newman,3,0,41978.64,
Amanda Newton,1,0,48599.92,
Amanda Nguyen,1,0,26548.2,
Amanda Nicholson,1,0,45460.8,
Amanda Nolan,1,0,1623.49,
Amanda Norris,1,0,38084.55,
Amanda Nunez,2,0,26366.33,
Amanda Obrien,3,0,21174.54,
Amanda Oconnor,1,0,24343.02,
Amanda Odom,2,0,16233.98,
Amanda Orozco,1,0,6704.75,
Amanda Orr,1,0,27725.05,
Amanda Ortega,2,0,31306.62,
Amanda Padilla,1,0,26026.08,
Amanda Park,1,0,28716.73,
Amanda Parker,4,0,27460.96,
Amanda Patel,1,0,5605.64,
Amanda Patrick,1,0,13384.98,
Amanda Payne,1,0,11649.46,
Amanda Peck,2,0,36929.36,
Amanda Perez,4,0,15326.63,
Amanda Perry,2,0,34964.77,
Amanda Petersen,1,0,50003.86,
Amanda Peterson,3,0,23844.3,
Amanda Pierce,1,0,23607.37,
Amanda Pittman,1,0,26829.22,
Amanda Poole,1,0,49519.75,
Amanda Porter,1,0,51294.32,
Amanda Potter,2,0,22924.63,
Amanda Powell,1,0,48061.34,
Amanda Pratt,1,0,18269.19,
Amanda Price,2,0,18110.0,
Amanda Ramirez,1,0,-808.47,
Amanda Ramos,2,0,7049.11,
Amanda Reeves,1,0,5623.85,
Amanda Reid,2,0,8353.51,
Amanda Reynolds,1,0,16590.81,
Amanda Richards,2,0,46940.07,
Amanda Richardson,2,0,13838.53,
Amanda Richardson MD,1,0,26997.31,
Amanda Roberts,2,0,18479.77,
Amanda Robinson,3,0,27962.17,
Amanda Rodgers,1,0,43086.1,
Amanda Rodriguez,3,0,34785.66,
Amanda Rodriguez MD,1,0,28782.91,
Amanda Rojas,1,0,2267.41,
Amanda Rose,1,0,20965.31,
Amanda Rubio,1,0,22818.05,
Amanda Ruiz,2,0,23145.48,
Amanda Sanchez,3,0,41834.14,
Amanda Santiago,1,0,26081.98,
Amanda Shelton,1,0,19229.43,
Amanda Silva,1,0,28175.13,
Amanda Simmons,3,0,31523.1,
Amanda Simpson,1,0,42549.06,
Amanda Sims,1,0,36306.96,
Amanda Smith,8,0,30483.91,
Amanda Spencer,2,0,24002.37,
Amanda Stanley,1,0,46278.42,
Amanda Stanton,1,0,48276.45,
Amanda Stein,1,0,32280.12,
Amanda Stephens,1,0,47115.59,
Amanda Stephenson,1,0,20948.06,
Amanda Stevens,1,0,45147.51,
Amanda Stuart,1,0,25533.81,
Amanda Sullivan,1,0,37214.75,
Amanda Summers,1,0,27981.07,
Amanda Taylor,1,0,29593.29,
Amanda Thomas,1,0,30057.68,
Amanda Thompson,3,0,24650.65,
Amanda Todd,1,0,40504.29,
Amanda Townsend,1,0,9434.86,
Amanda Tran,1,0,16162.64,
Amanda Turner,2,0,16463.31,
Amanda Valenzuela,1,0,26678.71,
Amanda Vang,2,0,11249.89,
Amanda Vargas,1,0,36095.93,
Amanda Vaughn,1,0,49689.03,
Amanda Vazquez,1,0,42727.51,
Amanda Wagner,1,0,14491.46,
Amanda Walker,2,0,17934.26,
Amanda Ward,2,0,20807.74,
Amanda Ware,1,0,27014.69,
Amanda Watkins,1,0,48979.53,
Amanda Watts,1,0,30151.71,
Amanda Weaver,1,0,32463.07,
Amanda Webb,1,0,34963.64,
Amanda Webster,3,0,34362.59,
Amanda Wells,1,0,32085.23,
Amanda Wheeler,3,0,38545.58,
Amanda White,1,0,45034.58,
Amanda White DDS,1,0,30402.9,
Amanda White DVM,1,0,2879.65,
Amanda Whitney,1,0,11798.7,
Amanda Williams,9,0,27333.71,
Amanda Wilson,3,0,29097.56,
Amanda Wolf,1,0,16319.33,
Amanda Wolfe,1,0,40712.96,
Amanda Woodward,1,0,42862.7,
Amanda Wright,1,0,193.56,
Amanda Yang,2,0,22881.24,
Amanda Young,1,0,18447.38,
Amanda Zimmerman,1,0,10482.94,
Amber Adams,2,0,45770.54,
Amber Allen,2,0,20407.05,
Amber Anderson,2,0,24623.67,
Amber Andrade,1,0,22570.79,
Amber Avila,1,0,46432.68,
Amber Bailey,2,0,42006.45,
Amber Barnes,1,0,29790.9,
Amber Barr,1,0,12733.49,
Amber Becker,1,0,8542.68,
Amber Berry,2,0,45637.7,
Amber Bishop,1,0,20488.37,
Amber Blair,1,0,20463.93,
Amber Blake,1,0,4947.4,
Amber Bowen,1,0,45082.39,
Amber Bright,1,0,5461.38,
Amber Brown,3,0,43612.47,
Amber Byrd,1,0,30431.2,
Amber Carpenter,1,0,30549.65,
Amber Chavez,1,0,17674.24,
Amber Choi,1,0,34482.77,
Amber Clark PhD,1,0,30761.65,
Amber Clayton,1,0,39000.86,
Amber Cochran,1,0,22930.23,
Amber Cooper,3,0,35107.18,
Amber Crosby,1,0,8897.15,
